,name,states,transitions,encoding,sense,time,reachability_value,importance_value,start_state,via_state,target_state,timeout,status
1,out/models/model_greps_model-it_0.pickle,64,78,LP,1,0.010946989059448242,0.8095238095238095,1.0,q0: start,q33: Taskevent4,q52: positive,3600,2
2,out/models/model_greps_model-it_0.pickle,64,78,GQP,1,0.05682110786437988,0.0637173773689724,1.0,q0: start,q33: Taskevent4,q52: positive,3600,2
0,out/models/model_greps_model-it_0.pickle,64,78,QP,1,0.23630595207214355,0.8095238095238095,1.0,q0: start,q13: started,q52: positive,3600,2
1,out/models/model_greps_model-it_0.pickle,64,78,LP,1,0.04369378089904785,0.8095238095238095,1.0,q0: start,q13: started,q52: positive,3600,2
2,out/models/model_greps_model-it_0.pickle,64,78,GQP,1,0.06497597694396973,0.0637173773689724,1.0,q0: start,q13: started,q52: positive,3600,2
0,out/models/model_greps_model-it_0.pickle,64,78,QP,1,0.17377805709838867,0.8095238095238095,1.0,q0: start,q16: customerTaskevent0,q52: positive,3600,2
1,out/models/model_greps_model-it_0.pickle,64,78,LP,1,0.02974700927734375,0.8095238095238095,1.0,q0: start,q16: customerTaskevent0,q52: positive,3600,2
2,out/models/model_greps_model-it_0.pickle,64,78,GQP,1,0.10379314422607422,0.0637173773689724,1.0,q0: start,q16: customerTaskevent0,q52: positive,3600,2
0,out/models/model_greps_model-it_0.pickle,64,78,QP,1,0.23400402069091797,0.8095238095238095,0.380952380952381,q0: start,q51: customerwaitingForResultApproval,q52: positive,3600,2
1,out/models/model_greps_model-it_0.pickle,64,78,LP,1,0.04141807556152344,0.8095238095238095,0.3809523809523809,q0: start,q51: customerwaitingForResultApproval,q52: positive,3600,2
2,out/models/model_greps_model-it_0.pickle,64,78,GQP,1,0.06430602073669434,0.10637259086496852,0.38095238095238093,q0: start,q51: customerwaitingForResultApproval,q52: positive,3600,2
0,out/models/model_greps_model-it_0.pickle,64,78,QP,1,0.17439699172973633,0.8095238095238095,1.0,q0: start,q12: companyreadyToStart,q52: positive,3600,2
1,out/models/model_greps_model-it_0.pickle,64,78,LP,1,0.02628302574157715,0.8095238095238095,1.0,q0: start,q12: companyreadyToStart,q52: positive,3600,2
2,out/models/model_greps_model-it_0.pickle,64,78,GQP,1,0.06705403327941895,0.0637173773689724,1.0,q0: start,q12: companyreadyToStart,q52: positive,3600,2
0,out/models/model_greps_model-it_0.pickle,64,78,QP,1,0.25898313522338867,0.8095238095238095,0.3412698412698412,q0: start,q57: subjectAcceptanceReceived,q52: positive,3600,2
1,out/models/model_greps_model-it_0.pickle,64,78,LP,1,0.030511140823364258,0.8095238095238095,0.3412698412698413,q0: start,q57: subjectAcceptanceReceived,q52: positive,3600,2
2,out/models/model_greps_model-it_0.pickle,64,78,GQP,1,0.051870107650756836,0.10637235335929529,0.3412698412698413,q0: start,q57: subjectAcceptanceReceived,q52: positive,3600,2
0,out/models/model_greps_model-it_0.pickle,64,78,QP,1,0.2506420612335205,0.8095238095238095,1.0,q0: start,q5: companyvpcAssignInstance,q52: positive,3600,2
1,out/models/model_greps_model-it_0.pickle,64,78,LP,1,0.01772904396057129,0.8095238095238095,1.0,q0: start,q5: companyvpcAssignInstance,q52: positive,3600,2
2,out/models/model_greps_model-it_0.pickle,64,78,GQP,1,0.07608985900878906,0.0637173773689724,1.0,q0: start,q5: companyvpcAssignInstance,q52: positive,3600,2
0,out/models/model_greps_model-it_0.pickle,64,78,QP,1,0.4485790729522705,0.8095238095238095,0.380952380952381,q0: start,q34: companyTaskevent4,q52: positive,3600,2
1,out/models/model_greps_model-it_0.pickle,64,78,LP,1,0.06587696075439453,0.8095238095238095,0.3809523809523806,q0: start,q34: companyTaskevent4,q52: positive,3600,2
2,out/models/model_greps_model-it_0.pickle,64,78,GQP,1,0.06426405906677246,0.10637259086600634,0.38095238095238093,q0: start,q34: companyTaskevent4,q52: positive,3600,2
0,out/models/model_greps_model-it_0.pickle,64,78,QP,1,0.21403980255126953,0.8095238095238095,1.0,q0: start,q31: Givefeedback3,q52: positive,3600,2
1,out/models/model_greps_model-it_0.pickle,64,78,LP,1,0.027781963348388672,0.8095238095238095,1.0,q0: start,q31: Givefeedback3,q52: positive,3600,2
2,out/models/model_greps_model-it_0.pickle,64,78,GQP,1,0.07171988487243652,0.0637173773689724,1.0,q0: start,q31: Givefeedback3,q52: positive,3600,2
0,out/models/model_greps_model-it_0.pickle,64,78,QP,1,0.17003107070922852,0.8095238095238095,1.0,q0: start,q50: companyfinished,q52: positive,3600,2
