,name,states,transitions,encoding,time,lower_reachability_value,lower_importance_value,upper_reachability_value,upper_importance_value,start_state,via_state,target_state,timeout,status
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.028165102005004883,0.81,0.03,0.81,0.03,q0: start,q1: companystart,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.12256622314453125,0.81,0.952,0.81,0.952,q0: start,q42: companywaitingForScores,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.01947307586669922,0.81,0.952,0.81,0.952,q0: start,q42: companywaitingForScores,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.06924295425415039,0.81,0.095,0.81,0.095,q0: start,q60: Resultsshared,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.02695298194885254,0.81,0.095,0.81,0.095,q0: start,q60: Resultsshared,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.10523486137390137,0.81,1.0,0.81,1.0,q0: start,q19: Taskevent1,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.02564406394958496,0.81,1.0,0.81,1.0,q0: start,q19: Taskevent1,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.11956477165222168,0.81,0.619,0.81,0.619,q0: start,q43: companyTaskevent5,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.06109619140625,0.81,0.619,0.81,0.619,q0: start,q43: companyTaskevent5,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.07288694381713867,0.81,0.619,0.81,0.619,q0: start,q41: Taskevent5,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.07004308700561523,0.81,0.619,0.81,0.619,q0: start,q41: Taskevent5,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.06689810752868652,0.81,0.095,0.81,0.095,q0: start,q59: customersubjectAcceptanceReceived,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.03310394287109375,0.81,0.095,0.81,0.095,q0: start,q59: customersubjectAcceptanceReceived,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.0754849910736084,0.81,0.905,0.81,0.905,q0: start,q38: companywaitingForManualScores,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.023272991180419922,0.81,0.905,0.81,0.905,q0: start,q38: companywaitingForManualScores,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.07785511016845703,0.81,1.0,0.81,1.0,q0: start,q3: vpcAssignInstance,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.08100223541259766,0.81,1.0,0.81,1.0,q0: start,q3: vpcAssignInstance,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.2231130599975586,0.81,0.029,0.81,0.029,q0: start,q21: companyTaskevent0,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.03259396553039551,0.81,0.029,0.81,0.029,q0: start,q21: companyTaskevent0,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.10982513427734375,0.81,1.0,0.81,1.0,q0: start,q14: customerstarted,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.023546934127807617,0.81,1.0,0.81,1.0,q0: start,q14: customerstarted,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.0755622386932373,0.81,0.381,0.81,0.381,q0: start,q34: companyTaskevent4,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.045266151428222656,0.81,0.381,0.81,0.381,q0: start,q34: companyTaskevent4,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.06182503700256348,0.81,1.0,0.81,1.0,q0: start,q32: customerGivefeedback3,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.01531529426574707,0.81,1.0,0.81,1.0,q0: start,q32: customerGivefeedback3,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.06789278984069824,0.81,0.619,0.81,0.619,q0: start,q35: customerTaskevent4,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.04108381271362305,0.81,0.619,0.81,0.619,q0: start,q35: customerTaskevent4,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.07900404930114746,0.81,0.97,0.81,0.97,q0: start,q10: companyactivated,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.024863004684448242,0.81,0.97,0.81,0.97,q0: start,q10: companyactivated,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.1373121738433838,0.81,0.0,0.81,0.0,q0: start,q48: customerwaitingForActivityReport,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.042487144470214844,0.81,0.0,0.81,0.0,q0: start,q48: customerwaitingForActivityReport,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.0664968490600586,0.81,1.0,0.81,1.0,q0: start,q17: Givefeedback0,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.02263498306274414,0.81,1.0,0.81,1.0,q0: start,q17: Givefeedback0,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.11677098274230957,0.81,0.095,0.81,0.095,q0: start,q61: companyResultsshared,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.04175996780395508,0.81,0.095,0.81,0.095,q0: start,q61: companyResultsshared,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.0883030891418457,0.81,1.0,0.81,1.0,q0: start,q52: positive,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.031155824661254883,0.81,1.0,0.81,1.0,q0: start,q52: positive,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.0779409408569336,0.81,1.0,0.81,1.0,q0: start,q30: customerTaskevent3,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.02923107147216797,0.81,1.0,0.81,1.0,q0: start,q30: customerTaskevent3,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.08058404922485352,0.81,1.0,0.81,1.0,q0: start,q33: Taskevent4,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.04504108428955078,0.81,1.0,0.81,1.0,q0: start,q33: Taskevent4,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.06294417381286621,0.81,1.0,0.81,1.0,q0: start,q27: Givefeedback2,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.03571319580078125,0.81,1.0,0.81,1.0,q0: start,q27: Givefeedback2,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.08505988121032715,0.81,1.0,0.81,1.0,q0: start,q46: waitingForActivityReport,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.03173708915710449,0.81,1.0,0.81,1.0,q0: start,q46: waitingForActivityReport,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.1030282974243164,0.81,1.0,0.81,1.0,q0: start,q31: Givefeedback3,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.0848839282989502,0.81,1.0,0.81,1.0,q0: start,q31: Givefeedback3,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.10927319526672363,0.81,0.905,0.81,0.905,q0: start,q36: waitingForManualScores,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.028524160385131836,0.81,0.905,0.81,0.905,q0: start,q36: waitingForManualScores,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.10385584831237793,0.81,0.97,0.81,0.97,q0: start,q4: registered,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.07468485832214355,0.81,0.97,0.81,0.97,q0: start,q4: registered,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.11832404136657715,0.81,1.0,0.81,1.0,q0: start,q25: customerTaskevent2,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.04289579391479492,0.81,1.0,0.81,1.0,q0: start,q25: customerTaskevent2,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.10708403587341309,0.81,0.619,0.81,0.619,q0: start,q37: Givefeedback4,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.041871070861816406,0.81,0.619,0.81,0.619,q0: start,q37: Givefeedback4,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.10668492317199707,0.81,1.0,0.81,1.0,q0: start,q7: vpcCreateUserOnInstance,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.049130916595458984,0.81,1.0,0.81,1.0,q0: start,q7: vpcCreateUserOnInstance,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.06516122817993164,0.81,1.0,0.81,1.0,q0: start,q16: customerTaskevent0,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.015442132949829102,0.81,1.0,0.81,1.0,q0: start,q16: customerTaskevent0,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.11598324775695801,0.81,0.619,0.81,0.619,q0: start,q45: companywaitingForResultApproval,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.04443979263305664,0.81,0.619,0.81,0.619,q0: start,q45: companywaitingForResultApproval,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.07912993431091309,0.81,1.0,0.81,1.0,q0: start,q11: readyToStart,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.01905202865600586,0.81,1.0,0.81,1.0,q0: start,q11: readyToStart,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.08526015281677246,0.81,0.238,0.81,0.238,q0: start,q54: companywaitingForSubjectAcceptance,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.05178999900817871,0.81,0.238,0.81,0.238,q0: start,q54: companywaitingForSubjectAcceptance,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.07617998123168945,0.81,1.0,0.81,1.0,q0: start,q5: companyvpcAssignInstance,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.10156083106994629,0.81,1.0,0.81,1.0,q0: start,q5: companyvpcAssignInstance,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.10613107681274414,0.81,1.0,0.81,1.0,q0: start,q9: companyvpcCreateUserOnInstance,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.0280301570892334,0.81,1.0,0.81,1.0,q0: start,q9: companyvpcCreateUserOnInstance,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.08030986785888672,0.81,0.381,0.81,0.381,q0: start,q51: customerwaitingForResultApproval,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.037468910217285156,0.81,0.381,0.81,0.381,q0: start,q51: customerwaitingForResultApproval,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.08269906044006348,0.81,1.0,0.81,1.0,q0: start,q24: Taskevent2,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.026469945907592773,0.81,1.0,0.81,1.0,q0: start,q24: Taskevent2,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.09615516662597656,0.81,0.213,0.81,0.213,q0: start,q58: customerResultsautomaticallyshared,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.046231985092163086,0.81,0.213,0.81,0.213,q0: start,q58: customerResultsautomaticallyshared,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.13286709785461426,0.81,1.0,0.81,1.0,q0: start,q18: customerGivefeedback0,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.05435609817504883,0.81,1.0,0.81,1.0,q0: start,q18: customerGivefeedback0,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.08752226829528809,0.81,0.97,0.81,0.97,q0: start,q8: activated,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.04019808769226074,0.81,0.97,0.81,0.97,q0: start,q8: activated,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.12272310256958008,0.81,0.03,0.81,0.03,q0: start,q1: companystart,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.04147934913635254,0.81,0.03,0.81,0.03,q0: start,q1: companystart,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.10822391510009766,0.81,1.0,0.81,1.0,q0: start,q47: companywaitingForActivityReport,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.04136490821838379,0.81,1.0,0.81,1.0,q0: start,q47: companywaitingForActivityReport,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.0975949764251709,0.81,1.0,0.81,1.0,q0: start,q0: start,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.044523000717163086,0.81,1.0,0.81,1.0,q0: start,q0: start,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.12492990493774414,0.81,1.0,0.81,1.0,q0: start,q18: customerGivefeedback0,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.21041393280029297,0.81,1.0,0.81,1.0,q0: start,q18: customerGivefeedback0,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.15401721000671387,0.81,0.143,0.81,0.143,q0: start,q55: customerwaitingForSubjectAcceptance,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.04745888710021973,0.81,0.143,0.81,0.143,q0: start,q55: customerwaitingForSubjectAcceptance,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.08192896842956543,0.81,1.0,0.81,1.0,q0: start,q27: Givefeedback2,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.025105953216552734,0.81,1.0,0.81,1.0,q0: start,q27: Givefeedback2,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.08799195289611816,0.81,1.0,0.81,1.0,q0: start,q49: finished,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.04507112503051758,0.81,1.0,0.81,1.0,q0: start,q49: finished,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.15113401412963867,0.81,0.619,0.81,0.619,q0: start,q39: customerGivefeedback4,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.04242205619812012,0.81,0.619,0.81,0.619,q0: start,q39: customerGivefeedback4,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.12454891204833984,0.81,1.0,0.81,1.0,q0: start,q28: customerGivefeedback2,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.024342060089111328,0.81,1.0,0.81,1.0,q0: start,q28: customerGivefeedback2,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.0768120288848877,0.81,1.0,0.81,1.0,q0: start,q20: customerTaskevent1,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.02468085289001465,0.81,1.0,0.81,1.0,q0: start,q20: customerTaskevent1,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.10541701316833496,0.81,1.0,0.81,1.0,q0: start,q23: customerGivefeedback1,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.02954697608947754,0.81,1.0,0.81,1.0,q0: start,q23: customerGivefeedback1,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.08872580528259277,0.81,0.97,0.81,0.97,q0: start,q6: companyregistered,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.08003401756286621,0.81,0.97,0.81,0.97,q0: start,q6: companyregistered,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.11501574516296387,0.81,1.0,0.81,1.0,q0: start,q29: Taskevent3,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.057288169860839844,0.81,1.0,0.81,1.0,q0: start,q29: Taskevent3,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.1162569522857666,0.81,1.0,0.81,1.0,q0: start,q16: customerTaskevent0,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.0562899112701416,0.81,1.0,0.81,1.0,q0: start,q16: customerTaskevent0,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.12964701652526855,0.81,1.0,0.81,1.0,q0: start,q33: Taskevent4,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.050393104553222656,0.81,1.0,0.81,1.0,q0: start,q33: Taskevent4,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.07736778259277344,0.81,0.143,0.81,0.143,q0: start,q55: customerwaitingForSubjectAcceptance,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.06093406677246094,0.81,0.143,0.81,0.143,q0: start,q55: customerwaitingForSubjectAcceptance,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.1199488639831543,0.81,0.341,0.81,0.341,q0: start,q57: subjectAcceptanceReceived,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.04603290557861328,0.81,0.341,0.81,0.341,q0: start,q57: subjectAcceptanceReceived,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.16715717315673828,0.81,0.952,0.81,0.952,q0: start,q40: waitingForScores,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.025031328201293945,0.81,0.952,0.81,0.952,q0: start,q40: waitingForScores,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.10891890525817871,0.81,1.0,0.81,1.0,q0: start,q0: start,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.040493011474609375,0.81,1.0,0.81,1.0,q0: start,q0: start,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.11569809913635254,0.81,0.97,0.81,0.97,q0: start,q2: customerstart,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.047506093978881836,0.81,0.97,0.81,0.97,q0: start,q2: customerstart,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.1446681022644043,0.81,1.0,0.81,1.0,q0: start,q7: vpcCreateUserOnInstance,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.026314735412597656,0.81,1.0,0.81,1.0,q0: start,q7: vpcCreateUserOnInstance,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.08046889305114746,0.81,0.905,0.81,0.905,q0: start,q38: companywaitingForManualScores,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.03466081619262695,0.81,0.905,0.81,0.905,q0: start,q38: companywaitingForManualScores,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.09265804290771484,0.81,0.619,0.81,0.619,q0: start,q43: companyTaskevent5,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.029111862182617188,0.81,0.619,0.81,0.619,q0: start,q43: companyTaskevent5,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.2798888683319092,0.81,1.0,0.81,1.0,q0: start,q46: waitingForActivityReport,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.03833913803100586,0.81,1.0,0.81,1.0,q0: start,q46: waitingForActivityReport,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.25179195404052734,0.81,1.0,0.81,1.0,q0: start,q20: customerTaskevent1,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.022861957550048828,0.81,1.0,0.81,1.0,q0: start,q20: customerTaskevent1,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.14952993392944336,0.81,1.0,0.81,1.0,q0: start,q17: Givefeedback0,q52: positive,36000,2
1,out/models/model_greps_model-it_0.pickle,64,78,linear,0.022069692611694336,0.81,1.0,0.81,1.0,q0: start,q17: Givefeedback0,q52: positive,36000,2
0,out/models/model_greps_model-it_0.pickle,64,78,quadratic,0.09239912033081055,0.81,0.048,0.81,0.048,q0: start,q63: companyResultsautomaticallyshared,q52: positive,36000,2
